timestamp,household_id,water_usage,leak_amount,total_consumption,weather,rainfall
2025-02-19 10:12:37.950585,1,21.17065251532446,0.0,21.17065251532446,rainy,21.367642774507523
2025-02-19 10:12:37.950585,2,24.53042417765404,0.0,24.53042417765404,rainy,21.367642774507523
2025-02-19 10:12:37.950585,3,13.184915567902165,0.0,13.184915567902165,rainy,21.367642774507523
2025-02-19 10:12:37.950585,4,19.964835783135964,0.0,19.964835783135964,rainy,21.367642774507523
2025-02-19 10:12:37.950585,5,30.541824448832852,0.0,30.541824448832852,rainy,21.367642774507523
2025-02-19 10:12:37.950585,6,15.001865315746066,0.0,15.001865315746066,rainy,21.367642774507523
2025-02-19 10:12:37.950585,7,15.086990687842365,0.0,15.086990687842365,rainy,21.367642774507523
2025-02-19 10:12:37.950585,8,24.837088880000994,0.0,24.837088880000994,rainy,21.367642774507523
2025-02-19 10:12:37.950585,9,12.961764896624652,0.0,12.961764896624652,rainy,21.367642774507523
2025-02-19 10:12:37.950585,10,21.268602568563203,0.0,21.268602568563203,rainy,21.367642774507523
2025-02-19 10:12:37.950585,11,11.497997007857505,0.0,11.497997007857505,rainy,21.367642774507523
2025-02-19 10:12:37.950585,12,54.99003449642058,0.0,54.99003449642058,rainy,21.367642774507523
2025-02-19 10:12:37.950585,13,12.548068705051218,0.0,12.548068705051218,rainy,21.367642774507523
2025-02-19 10:12:37.950585,14,7.4594059831427115,0.0,7.4594059831427115,rainy,21.367642774507523
2025-02-19 10:12:37.950585,15,13.860549028839705,0.0,13.860549028839705,rainy,21.367642774507523
2025-02-19 10:12:37.950585,16,13.618439235645901,12.68894315142111,26.307382387067012,rainy,21.367642774507523
2025-02-19 10:12:37.950585,17,26.442276669708985,0.0,26.442276669708985,rainy,21.367642774507523
2025-02-19 10:12:37.950585,18,10.314239115424565,0.0,10.314239115424565,rainy,21.367642774507523
2025-02-19 10:12:37.950585,19,28.772308037306296,0.0,28.772308037306296,rainy,21.367642774507523
2025-02-19 10:12:37.950585,20,8.155211407940179,0.0,8.155211407940179,rainy,21.367642774507523
2025-02-19 10:12:37.950585,21,32.08882477471582,0.0,32.08882477471582,rainy,21.367642774507523
2025-02-19 10:12:37.950585,22,12.62037229681423,0.0,12.62037229681423,rainy,21.367642774507523
2025-02-19 10:12:37.950585,23,25.195248527770946,0.0,25.195248527770946,rainy,21.367642774507523
2025-02-19 10:12:37.950585,24,11.094292788018711,0.0,11.094292788018711,rainy,21.367642774507523
